# Lindstrom Triangulation
# disp_scale=1.000000, disp_offset=0.000000mm
# anchor_mode=0, anchor_threshold=30.000000mm
# id x_orig y_orig z_orig x_target y_target z_target movement_mm is_anchor
6846 9.003790 25.125000 1.875000 9.028932 25.157146 1.894479 45.220760 0
6851 9.071940 25.375000 0.875000 9.052257 25.347153 0.869229 34.586033 0
6859 9.125000 25.524401 0.375000 9.095108 25.489277 0.373515 46.145566 0
6860 9.125000 25.579201 0.125000 9.130197 25.584732 0.124629 7.598563 0
6875 9.054310 25.875000 2.625000 9.056741 25.877709 2.627542 4.439356 0
6880 9.125000 26.625000 2.522060 9.125385 26.624793 2.522197 0.458138 0
6881 9.125000 26.490700 2.625000 9.135315 26.514516 2.634454 27.621875 0
6887 9.142250 25.625000 0.125000 9.137507 25.618746 0.125368 7.857960 0
6894 9.210470 25.875000 0.125000 9.234829 25.901291 0.123243 35.883641 0
6897 9.237060 25.875000 0.875000 9.205575 25.840072 0.866170 47.845858 0
6899 9.228730 25.875000 1.375000 9.202519 25.845721 1.361389 41.587683 0
6908 9.295860 26.125000 1.375000 9.282942 26.110981 1.368362 20.185546 0
6914 9.349110 26.375000 0.375000 9.349016 26.374114 0.375023 0.891537 0
6915 9.357830 26.375000 0.625000 9.369045 26.386986 0.626632 16.495760 0
6917 9.364340 26.375000 1.125000 9.400115 26.419060 1.138141 58.256092 0
6921 9.297460 26.375000 2.125000 9.297849 26.374297 2.125164 0.819884 0
6922 9.232800 26.375000 2.375000 9.245131 26.393263 2.386445 24.830935 0
6923 9.183550 26.375000 2.625000 9.184583 26.376329 2.625732 1.834951 0
6925 9.375000 26.524500 0.125000 9.369449 26.517354 0.125391 9.057273 0
6926 9.375000 26.431601 0.625000 9.373204 26.428953 0.624668 3.216538 0
6932 9.375000 26.618200 2.125000 9.370119 26.610167 2.120898 10.255648 0
6933 9.375000 26.625000 2.138360 9.373538 26.622166 2.136927 3.496557 0
6934 9.287830 26.625000 2.375000 9.262365 26.581383 2.351316 55.783701 0
6936 9.343380 26.875000 2.375000 9.341531 26.870672 2.373131 5.063847 0
6938 9.375000 27.125000 2.455950 9.374892 27.123461 2.455650 1.571457 0
6943 9.375000 27.664200 2.625000 9.374494 27.662200 2.624058 2.267968 0
6947 9.448930 26.625000 0.375000 9.437823 26.611224 0.374607 17.700296 0
6948 9.445610 26.625000 0.625000 9.433414 26.606552 0.623174 22.190493 0
6949 9.451580 26.625000 0.875000 9.478396 26.656203 0.881654 41.677529 0
6954 9.378120 26.625000 2.125000 9.366574 26.606878 2.115546 23.475198 0
6955 9.489790 26.875000 0.125000 9.461131 26.842813 0.127148 43.150081 0
6956 9.522620 26.875000 0.375000 9.512152 26.860799 0.374570 17.647517 0
6957 9.515580 26.875000 0.625000 9.476322 26.831576 0.619442 58.802619 0
6958 9.512880 26.875000 0.875000 9.488955 26.848245 0.868975 36.393939 0
6960 9.485440 26.875000 1.375000 9.481889 26.871020 1.373129 5.652658 0
6961 9.478910 26.875000 1.625000 9.467310 26.860949 1.618136 19.470400 0
6962 9.415450 26.625000 1.875000 9.424226 26.638321 1.880665 16.928397 0
6964 9.449890 26.875000 2.125000 9.442238 26.863851 2.118726 14.906506 0
6979 9.625000 27.312599 1.125000 9.598847 27.280069 1.116014 42.695465 0
6982 9.625000 27.375000 1.640070 9.614450 27.361196 1.634084 18.376540 0
6984 9.567990 27.375000 2.125000 9.577684 27.386774 2.132255 16.888898 0
6987 9.625000 27.546900 2.125000 9.620542 27.540368 2.121375 8.699546 0
6988 9.625000 27.625000 2.201830 9.600094 27.590722 2.182113 46.733994 0
6991 9.625000 27.875000 2.276190 9.617511 27.862422 2.269997 15.894683 0
6992 9.593170 27.875000 2.375000 9.571276 27.833471 2.356676 50.396189 0
6997 9.648300 27.375000 1.125000 9.616895 27.335575 1.114311 51.525311 0
7002 9.724200 27.625000 0.625000 9.688186 27.583226 0.620273 55.357073 0
7003 9.722070 27.625000 0.875000 9.706721 27.604373 0.871414 25.959637 0
7004 9.718660 27.625000 1.125000 9.722552 27.626953 1.126257 4.532660 0
7008 9.650660 27.625000 2.125000 9.635925 27.600692 2.114187 30.412886 0
7012 9.775830 27.875000 0.875000 9.770874 27.869132 0.873822 7.770632 0
7023 9.821520 28.125000 1.375000 9.848184 28.155256 1.386182 41.850330 0
7024 9.796210 28.125000 1.625000 9.769616 28.089599 1.611015 46.433186 0
7025 9.776720 28.125000 1.875000 9.780925 28.129861 1.877403 6.862126 0
7026 9.794300 28.125000 2.125000 9.776792 28.101504 2.112323 31.926336 0
7049 2.718820 17.625000 0.375000 2.707779 17.658165 0.376658 34.993961 0
7050 2.625000 17.569901 0.625000 2.614818 17.612640 0.628958 44.113139 0
7051 2.682650 17.625000 0.625000 2.677041 17.671316 0.628502 46.785326 0
7054 2.875000 17.875000 0.433946 2.860522 17.922394 0.436851 49.640663 0
7055 2.779200 17.875000 0.625000 2.775907 17.885072 0.626121 10.656086 0
7058 2.625000 17.875000 0.974205 2.621776 17.883807 0.975922 9.534231 0
7059 2.875000 18.001699 0.625000 2.862747 18.048296 0.629468 48.387624 0
7060 2.875000 18.125000 0.682061 2.873292 18.131737 0.682828 6.992214 0
7065 2.875000 18.375000 0.808114 2.870448 18.397292 0.810825 22.912490 0
7068 2.875000 18.422701 0.875000 2.877084 18.414601 0.874042 8.418408 0
7070 2.875000 18.625000 0.969015 2.875709 18.623017 0.968738 2.124017 0
7075 2.975230 17.875000 0.375000 2.972975 17.883818 0.375436 9.112281 0
7076 3.125000 17.990801 0.375000 3.125724 17.990152 0.374957 0.973442 0
7077 3.125000 18.068100 0.625000 3.127540 18.062410 0.624337 6.266556 0
7078 3.125000 18.125000 0.681820 3.126228 18.122522 0.681522 2.781766 0
7080 3.031770 18.375000 0.875000 3.014272 18.423093 0.883206 51.831346 0
7088 3.278720 18.125000 0.375000 3.270812 18.151470 0.376325 27.657555 0
7089 3.187150 18.125000 0.625000 3.181817 18.158066 0.628023 33.629952 0
7091 3.375000 18.210100 0.375000 3.385548 18.180788 0.373467 31.189685 0
7092 3.375000 18.375000 0.545072 3.375152 18.377248 0.545312 2.265434 0
7095 3.375000 18.422199 0.625000 3.370246 18.462467 0.628388 40.689015 0
7110 3.534460 18.625000 0.375000 3.537574 18.611804 0.374400 13.571709 0
7146 3.875000 17.625000 2.451440 3.872383 17.655962 2.468280 35.342203 0
7153 3.625000 20.079800 0.375000 3.633817 20.055337 0.374006 26.022308 0
7155 3.625000 20.125000 0.405203 3.619245 20.150481 0.406341 26.147392 0
7247 4.875000 16.375000 -0.259536 4.887120 16.315020 -0.226046 69.757135 0
7337 5.375000 17.625000 -0.237011 5.381660 17.566835 -0.204566 66.934422 0
7338 5.375000 17.875000 -0.243066 5.389595 17.817386 -0.208183 68.914935 0
7340 5.375000 18.375000 -0.231256 5.386829 18.332388 -0.212349 48.095577 0
7358 5.625000 17.875000 -0.233915 5.621397 17.826996 -0.205466 55.916760 0
7359 5.625000 18.125000 -0.225801 5.626270 18.091933 -0.206508 38.304215 0
7361 5.625000 18.625000 -0.225554 5.631875 18.565398 -0.198810 65.687695 0
7366 5.625000 19.875000 -0.213398 5.638912 19.832829 -0.199453 46.544925 0
7380 5.875000 18.125000 -0.235286 5.858106 18.068375 -0.201438 68.099675 0
7381 5.875000 18.375000 -0.228941 5.865570 18.324155 -0.198144 60.187928 0
7385 5.875000 19.375000 -0.222748 5.886107 19.324724 -0.195288 58.353416 0
7386 5.875000 19.625000 -0.219359 5.886094 19.587428 -0.199844 43.767165 0
7450 6.375000 19.375000 -0.225260 6.359736 19.337302 -0.199760 48.004268 0
7469 6.383860 17.125000 -0.375000 6.376645 17.107156 -0.373817 19.283784 0
7505 6.875000 16.375000 -0.190990 6.855718 16.361459 -0.187317 23.846872 0
7514 6.875000 17.375000 -0.228647 6.851190 17.343250 -0.224188 39.935435 0
7517 6.875000 17.625000 -0.216495 6.894823 17.651534 -0.220078 33.314187 0
7550 7.125000 16.875000 -0.195831 7.098920 16.856921 -0.190974 32.103207 0
7553 7.125000 17.625000 -0.147101 7.131670 17.631836 -0.148048 9.597912 0
7554 7.125000 17.791700 -0.125000 7.135302 17.801027 -0.126624 13.991977 0
7555 7.103520 17.875000 -0.125000 7.094880 17.862727 -0.123809 15.055986 0
7556 7.104290 18.125000 -0.125000 7.111125 18.130473 -0.126249 8.844359 0
7558 7.125000 18.233500 -0.125000 7.118763 18.226471 -0.123769 9.477291 0
7559 7.125000 18.375000 -0.147313 7.123003 18.372386 -0.146815 3.327247 0
7579 7.375000 17.480801 -0.125000 7.387424 17.495614 -0.126155 19.367685 0
7580 7.243320 17.625000 -0.125000 7.240926 17.619609 -0.124830 5.900888 0
7581 7.152200 18.375000 -0.125000 7.155881 18.376199 -0.125817 3.956217 0
7582 7.220800 18.625000 -0.125000 7.221868 18.624350 -0.125238 1.272529 0
7583 7.296640 18.875000 -0.125000 7.291577 18.869761 -0.123893 7.368644 0
7585 7.367050 19.125000 -0.125000 7.365050 19.121071 -0.124685 4.419480 0
7587 7.375000 19.157400 -0.125000 7.381085 19.159440 -0.126546 6.601086 0
7588 7.375000 19.375000 -0.161498 7.375272 19.374464 -0.161491 0.601127 0
7595 7.425670 17.125000 -0.125000 7.452019 17.153749 -0.127477 39.075363 0
7596 7.449430 17.375000 -0.125000 7.462723 17.388766 -0.126371 19.185055 0
7604 7.420390 19.375000 -0.125000 7.423417 19.375480 -0.125788 3.164351 0
7605 7.484400 19.625000 -0.125000 7.488224 19.624982 -0.126117 3.983883 0
7606 7.542130 19.875000 -0.125000 7.558243 19.888071 -0.128735 21.081973 0
7633 5.875000 20.125000 -0.217576 5.880107 20.098541 -0.208986 28.283591 0
7634 6.125000 20.125000 -0.234587 6.139507 20.059831 -0.196215 77.005683 0
7636 6.625000 20.125000 -0.211571 6.605088 20.074745 -0.186549 59.566509 0
7640 7.612910 20.125000 -0.125000 7.622469 20.133716 -0.127078 13.101739 0
7641 7.625000 20.125000 -0.113823 7.615350 20.115033 -0.111648 14.042669 0
7648 7.625000 17.125000 0.062794 7.643818 17.139317 0.061968 23.659816 0
7649 7.625000 17.375000 -0.024200 7.618733 17.366990 -0.023815 10.177690 0
7650 7.375000 17.625000 -0.067566 7.383830 17.635508 -0.068223 13.741678 0
7651 7.625000 17.625000 0.024182 7.624083 17.621805 0.024145 3.323964 0
7652 7.125000 17.875000 -0.077735 7.122065 17.872303 -0.077189 4.022941 0
7653 7.125000 18.125000 -0.075340 7.119725 18.121452 -0.074229 6.453731 0
7654 7.375000 19.125000 -0.109040 7.353874 19.106815 -0.104587 28.228130 0
7682 33.195999 21.375000 0.375000 31.356234 22.251340 0.243606 2042.050733 0
7683 33.375000 21.375000 0.205560 31.475809 22.200154 0.068910 2075.205586 0
7684 33.375000 21.625000 0.165897 31.465119 22.432038 0.026389 2078.080100 0
7686 33.375000 21.625000 0.569810 31.493887 22.448857 0.435446 2058.004483 0
7687 33.375000 21.375000 0.583264 31.482312 22.194318 0.449336 2066.757018 0
7691 33.415901 21.375000 0.625000 31.520499 22.208151 0.488510 2074.925897 0
7693 33.409401 21.375000 0.875000 31.503089 22.188754 0.741069 2077.054652 0
7695 33.566700 21.875000 0.125000 31.739143 22.726810 -0.004438 2020.469570 0
7697 33.625000 21.774799 0.125000 31.760894 22.594100 -0.008563 2040.584250 0
7704 33.484501 21.875000 1.625000 31.630764 22.708087 1.489654 2036.833713 0
7705 33.625000 21.677799 1.625000 31.717888 22.455490 1.499406 2063.407870 0
7706 33.625000 21.625000 1.551070 31.751846 22.444237 1.417208 2048.847150 0
7707 33.625000 21.971100 0.125000 31.771857 22.800254 -0.008798 2034.585131 0
7708 33.625000 22.125000 0.217218 31.800994 22.973952 0.085873 2016.176945 0
7709 33.496101 22.125000 0.375000 31.676561 22.974081 0.242991 2012.235150 0
7710 33.608101 22.125000 0.625000 31.756488 22.943642 0.491026 2028.939436 0
7711 33.540798 22.125000 0.875000 31.701060 22.954713 0.740524 2022.657841 0
7712 33.532200 22.125000 1.125000 31.705453 22.968492 0.988263 2016.725444 0
7713 33.558399 22.125000 1.375000 31.698640 22.947133 1.241325 2037.762611 0
7714 33.565601 22.125000 1.625000 31.720252 22.951736 1.487306 2026.761828 0
7719 33.570400 21.875000 2.375000 31.714592 22.700348 2.238678 2035.634403 0
7720 33.497398 22.125000 2.375000 31.649709 22.946471 2.238607 2026.665297 0
7721 33.592800 21.875000 2.625000 31.775602 22.732133 2.470602 2015.123636 0
7722 33.543900 22.125000 2.625000 31.670305 22.932250 2.501397 2043.841326 0
7723 33.625000 22.125000 2.701050 31.778160 22.945396 2.566229 2025.350640 0
7724 33.625000 21.875000 2.645470 31.785945 22.712912 2.500500 2026.138175 0
7727 33.625000 22.375000 0.439767 31.786084 23.219724 0.302281 2028.317479 0
7730 33.612301 22.375000 0.875000 31.756642 23.213999 0.735229 2041.305187 0
7731 33.625000 22.375000 0.944835 31.795248 23.200808 0.810506 2011.963377 0
7735 33.612499 22.375000 1.625000 31.811885 23.227222 1.483004 1997.162277 0
7737 33.541199 22.375000 2.125000 31.656406 23.173959 2.005388 2050.630930 0
7738 33.592800 22.375000 2.375000 31.765225 23.224767 2.226156 2020.962408 0
7739 33.615898 22.375000 2.625000 31.821449 23.227861 2.467846 1993.016836 0
7740 33.625000 22.375000 2.637160 31.734692 23.159086 2.527162 2049.427797 0
7741 33.625000 22.486401 0.375000 31.763615 23.316586 0.234852 2042.939375 0
7744 33.582199 22.625000 1.625000 31.798494 23.476034 1.478589 1981.741729 0
7745 33.520302 22.625000 1.875000 31.703275 23.455322 1.737243 2002.498455 0
7746 33.625000 22.625000 2.041860 31.817352 23.460016 1.901752 1996.114565 0
7747 33.625000 22.535200 2.125000 31.759880 23.328214 2.002291 2030.418847 0
7748 33.625000 22.487600 2.375000 31.770623 23.288963 2.249016 2024.047288 0
7749 33.625000 22.434700 2.625000 31.765342 23.239980 2.501319 2030.295765 0
7750 33.625000 22.875000 1.404480 31.756298 23.684499 1.273087 2040.735417 0
7751 33.544800 22.875000 1.625000 31.723435 23.699665 1.489867 2003.921848 0
7756 33.625000 23.125000 1.208040 31.861310 23.972805 1.064951 1962.103809 0
7758 33.625000 23.125000 1.872230 31.759326 23.937574 1.747797 2038.749584 0
7759 33.625000 23.112400 1.875000 31.877414 23.963898 1.721800 1950.019085 0
7760 33.625000 23.375000 1.325220 31.827149 24.189579 1.191932 1978.275403 0
7762 33.598400 23.375000 1.625000 31.770438 24.181740 1.498222 2002.085789 0
7764 33.618900 23.375000 2.375000 31.851273 24.212739 2.222747 1962.012374 0
7765 33.625000 23.346701 2.375000 31.817699 24.164981 2.242440 1988.338328 0
7766 33.625000 23.375000 2.355750 31.827379 24.195545 2.220461 1980.665792 0
7768 33.625000 23.503901 1.375000 31.880656 24.353723 1.234040 1945.457014 0
7773 33.875000 21.807800 0.125000 32.028477 22.633334 -0.006409 2026.924787 0
7774 33.643600 21.625000 1.625000 31.763257 22.433744 1.493213 2051.127494 0
7779 33.690201 22.375000 0.625000 31.839958 23.195364 0.488816 2028.531767 0
7782 33.875000 22.375000 2.813910 32.008295 23.155775 2.694099 2026.955874 0
7783 33.672901 22.625000 0.375000 31.836777 23.460571 0.237281 2022.002771 0
7786 33.766499 22.625000 0.625000 31.919753 23.427180 0.490662 2017.922386 0
7788 33.681702 22.625000 1.125000 31.895016 23.480801 0.987206 1985.857145 0
7790 33.657902 22.625000 2.125000 31.823896 23.434646 1.993173 2009.100165 0
7791 33.665798 22.625000 2.375000 31.827744 23.437993 2.243922 2014.095355 0
7792 33.659401 22.625000 2.625000 31.851380 23.457569 2.480089 1995.773553 0
7793 33.875000 22.625000 2.849430 32.061294 23.445004 2.704857 1995.704597 0
7794 33.875000 22.875000 0.288400 32.042630 23.675026 0.153032 2003.982083 0
7795 33.737499 22.875000 0.375000 31.941049 23.714575 0.241468 1987.447612 0
7796 33.845100 22.875000 0.625000 32.019937 23.703639 0.486695 2009.226447 0
7798 33.684601 22.875000 1.125000 31.868977 23.695088 0.988823 1996.892491 0
7799 33.638100 22.875000 1.375000 31.801957 23.690181 1.241788 2013.377268 0
7800 33.729698 22.875000 2.125000 31.900747 23.688960 1.991739 2006.327838 0
7801 33.673100 22.875000 2.375000 31.888117 23.718611 2.220380 1980.340875 0
7802 33.719101 22.875000 2.625000 31.922539 23.702594 2.480819 1983.263994 0
7803 33.875000 22.875000 2.865180 32.038204 23.670619 2.741597 2005.518038 0
7804 33.875000 23.125000 0.322516 32.036985 23.935567 0.182667 2013.672466 0
7805 33.808102 23.125000 0.375000 32.013413 23.944349 0.241879 1977.362596 0
7806 33.846901 23.125000 0.625000 32.021917 23.945214 0.486359 2005.626768 0
7808 33.666599 23.125000 1.125000 31.872490 23.955466 0.987096 1981.797075 0
7809 33.626801 23.125000 1.875000 31.763321 23.938726 1.749769 2037.250798 0
7810 33.735901 23.125000 2.125000 31.959996 23.962407 1.973544 1969.270934 0
7812 33.757900 23.125000 2.625000 31.943528 23.933157 2.494283 1990.514997 0
7813 33.875000 23.125000 2.761930 32.081537 23.942211 2.620892 1975.913941 0
7814 33.875000 23.294500 0.375000 32.049173 24.118428 0.234010 2008.079206 0
7815 33.875000 23.375000 0.455356 32.106706 24.209042 0.321799 1959.675358 0
7819 33.720600 23.375000 1.875000 31.896823 24.181189 1.747822 1998.068414 0
7824 33.875000 23.625000 0.433263 32.081800 24.435408 0.297793 1972.480328 0
7825 33.759499 23.625000 0.625000 31.999635 24.472640 0.485844 1958.310367 0
7826 33.709900 23.625000 0.875000 31.906072 24.455865 0.735438 1990.881456 0
7827 33.728901 23.625000 1.125000 31.984810 24.483982 0.975220 1949.907097 0
7828 33.642899 23.625000 1.375000 31.903415 24.461083 1.231217 1935.333031 0
7829 33.722500 23.625000 1.625000 31.963668 24.474448 1.471354 1959.249264 0
7830 33.785702 23.625000 1.875000 31.983888 24.438202 1.742495 1981.259299 0
7831 33.676998 23.625000 2.125000 31.907061 24.466638 1.972664 1965.766414 0
7833 33.750099 23.625000 2.625000 31.986537 24.452448 2.473267 1953.930831 0
7834 33.875000 23.875000 0.605595 32.040089 24.684922 0.464171 2010.689115 0
7836 33.788898 23.875000 0.875000 31.975477 24.689983 0.737853 1992.862955 0
7837 33.741901 23.875000 1.125000 31.929245 24.685595 0.992556 1990.056917 0
7838 33.727501 23.875000 1.375000 31.970080 24.695078 1.236742 1944.266226 0
7839 33.785801 23.875000 1.625000 32.033765 24.698936 1.481225 1941.435871 0
7840 33.819801 23.875000 1.875000 32.068688 24.721483 1.714140 1951.616165 0
7842 33.827202 23.875000 2.375000 32.024948 24.697043 2.240953 1985.407434 0
7848 34.125000 21.823099 0.125000 32.231671 22.587594 -0.012736 2046.489374 0
7852 34.125000 22.125000 2.763590 32.278925 22.926071 2.626921 2017.023574 0
7855 34.125000 22.572500 2.875000 32.331498 23.400350 2.715591 1981.765699 0
7856 33.987900 22.625000 2.875000 32.182250 23.447878 2.727395 1989.795859 0
7858 33.883400 22.875000 2.875000 32.044154 23.667965 2.752579 2006.640709 0
7859 34.125000 22.972500 0.125000 32.317906 23.774503 -0.007719 1981.517780 0
7860 34.125000 23.125000 0.188842 32.322651 23.926453 0.055695 1976.997121 0
7861 33.937500 23.125000 2.875000 32.109794 23.911521 2.752119 1993.545918 0
7862 34.125000 23.375000 0.226714 32.331641 24.173192 0.093336 1967.495288 0
7863 33.914398 23.375000 0.375000 32.106912 24.190622 0.237388 1987.758115 0
7864 34.125000 23.625000 0.256681 32.323257 24.423063 0.119395 1975.355704 0
7865 33.920101 23.625000 0.375000 32.133985 24.460064 0.236839 1976.519298 0
7866 34.125000 23.875000 0.238706 32.344669 24.681533 0.102593 1959.234882 0
7867 33.923801 23.875000 0.375000 32.122945 24.689152 0.235284 1981.274343 0
7870 34.125000 20.758801 0.875000 32.212976 21.553550 0.741750 2074.901747 0
7872 34.375000 20.957899 0.875000 32.460134 21.721719 0.742222 2065.856307 0
7873 34.375000 21.125000 0.693672 32.482937 21.910654 0.560388 2053.026937 0
7876 34.125000 20.965500 1.125000 32.221681 21.759569 0.992057 2066.601578 0
7879 34.375000 21.125000 0.228320 32.493664 21.928777 0.096023 2050.118634 0
7888 34.375000 21.875000 2.716210 32.479934 22.629590 2.601746 2042.983964 0
7890 34.375000 22.125000 2.741280 32.509776 22.899981 2.614995 2023.759574 0
7891 34.375000 22.375000 2.794060 32.543717 23.171993 2.652225 2002.226998 0
7892 34.375000 22.523399 2.875000 32.517648 23.288122 2.755304 2012.183850 0
7893 34.199200 23.125000 0.125000 32.380496 23.904575 -0.010048 1983.345326 0
7894 34.279499 23.375000 0.125000 32.469218 24.179929 -0.013430 1985.998125 0
7895 34.332802 23.625000 0.125000 32.586851 24.469260 -0.000085 1943.390252 0
7896 34.295502 23.875000 0.125000 32.505394 24.665708 -0.012407 1961.781577 0
7897 34.625000 20.702101 0.375000 32.722707 21.493405 0.242122 2064.591737 0
7898 34.625000 20.875000 0.225688 32.736084 21.676695 0.093869 2056.232959 0
7899 34.375000 20.875000 0.356001 32.465794 21.652985 0.222092 2065.976540 0
7900 34.375000 20.847700 0.375000 32.461566 21.623560 0.240721 2069.110898 0
7902 34.375000 20.875000 0.397694 32.459357 21.642747 0.263457 2068.125794 0
7903 34.625000 21.125000 0.241754 32.715388 21.879036 0.106191 2057.563407 0
7917 34.462502 21.625000 0.125000 32.608268 22.430041 -0.006038 2025.695894 0
7927 34.625000 22.875000 2.848770 32.812396 23.655271 2.710776 1978.231484 0
7929 34.875000 20.758801 0.375000 32.951978 21.499578 0.240235 2065.169708 0
7930 34.875000 20.875000 0.298878 32.976064 21.649892 0.165829 2055.265427 0
7934 34.718102 20.875000 0.875000 32.835767 21.684845 0.739475 2053.631640 0
7935 34.625000 20.875000 1.819080 32.734978 21.673460 1.680649 2056.425643 0
7936 34.625000 20.933500 1.875000 32.702295 21.677461 1.748457 2065.499301 0
7942 34.875000 21.514500 0.125000 33.006077 22.292609 -0.007278 2028.749535 0
7944 34.875000 21.875000 2.705270 32.981600 22.604577 2.592659 2032.222516 0
7945 34.875000 22.125000 2.758770 33.009555 22.876994 2.633868 2015.187737 0
7948 34.875000 22.802000 2.875000 33.042546 23.551157 2.748201 1983.734122 0
7949 34.786900 22.875000 2.875000 32.962148 23.631929 2.744407 1979.827030 0
7952 35.125000 21.125000 0.170510 33.244390 21.909168 0.039602 2041.752180 0
7963 35.125000 21.875000 2.778240 33.272990 22.645008 2.634817 2010.826987 0
7964 35.125000 22.125000 2.858800 33.245369 22.841390 2.746744 2014.642752 0
7966 35.125000 22.625000 2.842320 33.302984 23.388561 2.703195 1980.434832 0
7967 35.125000 22.672100 2.875000 33.325666 23.457708 2.718229 1969.608918 0
7969 34.875000 22.875000 2.885450 33.052963 23.633493 2.754095 1977.975055 0
7973 34.875000 23.125000 2.906120 33.084982 23.907465 2.759827 1959.034965 0
7975 35.375000 20.875000 0.271389 33.446892 21.579834 0.133321 2057.536282 0
7987 35.375000 22.124901 2.875000 33.512178 22.848980 2.752792 2002.331921 0
7988 35.373901 22.125000 2.875000 33.511713 22.852488 2.752634 2002.987177 0
7989 35.375000 22.125000 2.875070 33.511209 22.848183 2.753602 2002.864156 0
7996 35.221901 22.625000 2.875000 33.404403 23.390632 2.731766 1977.373611 0
7997 35.375000 22.625000 2.961670 33.536985 23.354271 2.834782 1981.472992 0
8015 35.384102 20.625000 0.375000 33.469375 21.367645 0.241610 2058.031298 0
8019 35.375000 20.875000 2.548370 33.453503 21.593557 2.425533 2055.131016 0
8030 35.625000 21.652100 0.125000 33.758160 22.390662 -0.007743 2012.010337 0
8050 35.625000 23.875000 2.742940 33.844404 24.599138 2.612409 1926.639094 0
8062 35.875000 21.625000 2.688620 34.014321 22.379046 2.537335 2013.355272 0
8068 35.875000 22.034000 2.875000 34.011338 22.742644 2.749162 1997.810204 0
8090 36.125000 20.375000 0.215579 34.193529 21.075360 0.081135 2058.922175 0
8091 36.001301 20.875000 0.125000 34.098494 21.600724 -0.007765 2040.826828 0
8092 36.125000 20.663900 0.125000 34.205951 21.370649 -0.009788 2049.490005 0
8093 35.965801 21.125000 0.125000 34.068192 21.833226 -0.009035 2029.893750 0
8120 36.125000 21.875000 2.831870 34.282446 22.632085 2.670833 1998.528170 0
8121 36.125000 21.986700 2.875000 34.259630 22.680283 2.748754 1994.141964 0
8127 36.125000 23.875000 2.720870 34.361245 24.606318 2.576691 1914.796649 0
8128 36.125000 24.125000 2.735540 34.346704 24.811495 2.613126 1910.130439 0
8130 36.125000 22.125000 2.924010 34.266547 22.823068 2.797190 1989.278477 0
8134 33.716301 24.125000 0.375000 31.956026 24.940478 0.241146 1944.605557 0
8136 33.875000 24.125000 0.328282 32.111135 24.932918 0.194204 1944.718167 0
8137 34.125000 24.125000 0.253930 32.351665 24.934865 0.115907 1954.392074 0
8144 33.472900 24.125000 0.625000 31.640754 24.953539 0.485063 2015.642771 0
8145 33.625000 24.037300 0.625000 31.835287 24.874411 0.484523 1980.798342 0
8146 33.625000 24.125000 0.448202 31.874454 24.961731 0.311661 1945.038418 0
8147 33.551201 24.125000 0.875000 31.831305 24.979956 0.730679 1926.089656 0
8148 33.625000 24.053900 0.875000 31.776932 24.870399 0.739866 2024.916955 0
8149 33.625000 24.125000 1.116120 31.800210 24.925719 0.988812 1996.801264 0
8150 33.628201 24.125000 1.125000 31.811419 24.927879 0.996866 1990.409911 0
8152 33.770500 24.125000 1.375000 31.973543 24.948040 1.239594 1981.106548 0
8155 33.594601 24.125000 1.875000 31.824266 24.962198 1.729621 1963.701078 0
8156 33.625000 24.096201 1.875000 31.819003 24.904328 1.753293 1982.298539 0
8157 33.625000 24.125000 1.794400 31.901970 24.984022 1.625711 1932.668546 0
8159 33.625000 24.076099 2.125000 31.821808 24.904950 1.994528 1988.848821 0
8164 35.625000 24.125000 2.764670 33.859103 24.854361 2.631127 1915.252533 0
8185 4.375000 21.875000 -0.153782 4.385968 21.845635 -0.151035 31.466741 0
8186 4.179540 21.875000 -0.125000 4.178364 21.879754 -0.125420 4.915439 0
8187 4.125000 21.833200 -0.125000 4.124497 21.836871 -0.125211 3.711326 0
8188 4.375000 22.031200 -0.125000 4.379596 22.008530 -0.123630 23.172162 0
8197 4.448310 22.125000 -0.125000 4.450692 22.105925 -0.124028 19.247374 0
8198 4.625000 22.284401 -0.125000 4.625479 22.284099 -0.124989 0.566372 0
8208 4.714940 22.375000 -0.125000 4.714425 22.381120 -0.125464 6.159369 0
8210 4.804970 22.625000 -0.125000 4.804719 22.627803 -0.125184 2.820503 0
8212 4.835780 22.875000 -0.125000 4.832103 22.886606 -0.126051 12.219556 0
8215 4.875000 23.193399 -0.125000 4.876856 23.189231 -0.124640 4.576615 0
8269 5.156130 23.375000 -0.125000 5.155542 23.383850 -0.125509 8.883800 0
8271 5.284010 23.625000 -0.125000 5.286475 23.610927 -0.123994 14.323014 0
8273 5.306400 23.875000 -0.125000 5.315016 23.857201 -0.122805 19.896072 0
8302 5.875000 20.625000 -0.207079 5.885090 20.582268 -0.194965 45.547343 0
8319 6.125000 20.375000 -0.217488 6.132490 20.331663 -0.198867 47.759008 0
8320 6.125000 20.625000 -0.214402 6.137821 20.578700 -0.193402 52.431941 0
8321 6.125000 20.875000 -0.207366 6.140784 20.827587 -0.186590 54.118444 0
8323 6.125000 21.375000 -0.196159 6.134841 21.344763 -0.185903 33.410735 0
8346 6.375000 21.625000 -0.202343 6.392202 21.569312 -0.176303 63.836434 0
8347 6.375000 21.875000 -0.197578 6.393584 21.823688 -0.173280 59.738275 0
8349 6.375000 22.375000 -0.186113 6.386487 22.339414 -0.172974 39.634820 0
8357 6.625000 20.375000 -0.213405 6.608627 20.323033 -0.181806 62.985415 0
